_id,validated,venue_name,venue_type,venue_address,website,events,etc,menu_url,menu_text,venue_notes,phone,email,homemade_pierogies,take_out,alcohol,lunch,handicap,publish,id,latitude,longitude,events_json
7019,t,Coraopolis Elks 1090,Unsure / N/A,"1150 Stoops Ferry Road, Moon Township, Pennsylvania 15108, United States",https://www.facebook.com/groups/2109193849481555/,"Friday Feb 20 from 4:00 PM to 7:00 PM, Friday Feb 27 from 4:00 PM to 7:00 PM, Friday Mar 6 from 4:00 PM to 7:00 PM, Friday Mar 13 from 4:00 PM to 7:00 PM, Friday Mar 20 from 4:00 PM to 7:00 PM, Friday Mar 27 from 4:00 PM to 7:00 PM, Friday Apr 3 from 4:00 PM to 7:00 PM",,https://www.facebook.com/photo/?fbid=10234504130456758&set=gm.2580931365641132&idorvanity=2109193849481555,"DINNERS
Baked Fish - While Supplies Last: $16.00
Fried Fish: $16.00
Combo - Fish with 3 Shrimp: $17.00
Fried Butterflied Shrimp - 5 Pieces: $16.00
Fried Chicken Tenders: $12.00
Dinners include: 1 Side, Coleslaw, Dinner Roll
Side Choices: French Fries, Haluski, Mac n Cheese, Pierogies, Onion Rings
Tarter Sauce, Cocktail Sauce and Ranch Dressing Available
A LA CARTE ITEMS
Fish Sandwich Only: $12.00
Fried Butterflied Shrimp (3): $5.00
Fried Chicken Tenders (2): $4.00
French Fries: $4.00
Haluski: $5.00
Mac n Cheese: $5.00
Mac n Cheese Bites: $5.00
Pierogies (4): $5.00
Onion Rings: $5.00
Mozzarella Sticks (5): $5.00
Fried Mushrooms: $4.00
Hot Pepper Cheese Balls: $5.00
Jalapeno Poppers: $5.00
Elks USA",,,,,,,,,t,,40.54282,-80.2123,"[{""dt_start"": ""2026-02-20T16:00:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-02-27T16:00:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T16:00:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T16:00:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-20T16:00:00"", ""dt_end"": ""2026-03-20T19:00:00""}, {""dt_start"": ""2026-03-27T16:00:00"", ""dt_end"": ""2026-03-27T19:00:00""}, {""dt_start"": ""2026-04-03T16:00:00"", ""dt_end"": ""2026-04-03T19:00:00""}]"
7020,t,Nemacolin Fire Department,Fire Department,"200 Roosevelt Ave, Nemacolin Pa 15351",https://www.facebook.com/nemacolin.vfd,"Wednesday Feb 18 from 11:00 AM to 7:00 PM, Friday Feb 20 from 11:00 AM to 7:00 PM, Friday Feb 27 from 11:00 AM to 7:00 PM, Friday Mar 6 from 11:00 AM to 7:00 PM, Friday Mar 13 from 11:00 AM to 7:00 PM, Friday Mar 20 from 11:00 AM to 7:00 PM, Friday Mar 27 from 11:00 AM to 7:00 PM, Friday Apr 3 from 11:00 AM to 7:00 PM",,https://www.facebook.com/photo/?fbid=25288418150836831&set=pcb.25288421527503160,,,724-966-7408,,f,t,,t,,t,,39.875755,-79.930817,"[{""dt_start"": ""2026-02-18T11:00:00"", ""dt_end"": ""2026-02-18T19:00:00""}, {""dt_start"": ""2026-02-20T11:00:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-02-27T11:00:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T11:00:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T11:00:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-20T11:00:00"", ""dt_end"": ""2026-03-20T19:00:00""}, {""dt_start"": ""2026-03-27T11:00:00"", ""dt_end"": ""2026-03-27T19:00:00""}, {""dt_start"": ""2026-04-03T11:00:00"", ""dt_end"": ""2026-04-03T19:00:00""}]"
7021,t,"St. Mary Mother of God, Yatesboro",Church,"109 2nd Street, Kittanning, Pennsylvania 16201, United States",,"Friday Feb 20 from 4:00 PM to 7:00 PM, Friday Feb 27 from 4:00 PM to 7:00 PM, Friday Mar 6 from 4:00 PM to 7:00 PM, Friday Mar 13 from 4:00 PM to 7:00 PM, Friday Mar 20 from 4:00 PM to 7:00 PM, Friday Mar 27 from 4:00 PM to 7:00 PM",,,"Annual Lenten Fish Fry Dinners Every Friday During Lent (excluding Good Friday) Adults: $16 Kids Under 10 $7 

Take Out Dinners Available with 50 Cent Charge

Baked or Fried Fish, Seafood Platter, Fried Clams, Fried Shrimp, Baked Potato or French Fries, Cole Slaw, Bread/Butter, Coffee, Tea or Beverage DESSERTS EXTRA",,724-664-8345 ,,f,t,,f,,t,,40.800681,-79.335077,"[{""dt_start"": ""2026-02-20T16:00:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-02-27T16:00:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T16:00:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T16:00:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-20T16:00:00"", ""dt_end"": ""2026-03-20T19:00:00""}, {""dt_start"": ""2026-03-27T16:00:00"", ""dt_end"": ""2026-03-27T19:00:00""}]"
7022,t,Revel Downtown,Restaurant,"242 Forbes Avenue, Pittsburgh, Pennsylvania 15222, United States",revelpgh.com,"Friday Feb 20 from 3:00 PM to 9:00 PM, Friday Feb 27 from 3:00 PM to 9:00 PM, Friday Mar 6 from 3:00 PM to 9:00 PM, Friday Mar 13 from 3:00 PM to 9:00 PM, Friday Mar 20 from 3:00 PM to 9:00 PM, Friday Mar 27 from 3:00 PM to 9:00 PM, Friday Apr 3 from 3:00 PM to 9:00 PM",,,"Every Friday: Chef's Fresh Catch Entrees and Features All Day Long, including Fish Sandwich & Shrimp Po-Boy
",,,,,,,f,,t,,40.44022,-80.001789,"[{""dt_start"": ""2026-02-20T15:00:00"", ""dt_end"": ""2026-02-20T21:00:00""}, {""dt_start"": ""2026-02-27T15:00:00"", ""dt_end"": ""2026-02-27T21:00:00""}, {""dt_start"": ""2026-03-06T15:00:00"", ""dt_end"": ""2026-03-06T21:00:00""}, {""dt_start"": ""2026-03-13T15:00:00"", ""dt_end"": ""2026-03-13T21:00:00""}, {""dt_start"": ""2026-03-20T15:00:00"", ""dt_end"": ""2026-03-20T21:00:00""}, {""dt_start"": ""2026-03-27T15:00:00"", ""dt_end"": ""2026-03-27T21:00:00""}, {""dt_start"": ""2026-04-03T15:00:00"", ""dt_end"": ""2026-04-03T21:00:00""}]"
7023,t,Middle Road Inn,Restaurant,"1822 Middle Road, Glenshaw, Pennsylvania 15116, United States",www.middleroadinn.com,"Friday Feb 20 from 3:00 PM to 10:00 PM, Friday Feb 27 from 3:00 PM to 10:00 PM, Friday Mar 6 from 3:00 PM to 10:00 PM, Friday Mar 13 from 3:00 PM to 10:00 PM, Friday Mar 20 from 3:00 PM to 10:00 PM, Friday Mar 27 from 3:00 PM to 10:00 PM, Friday Apr 3 from 3:00 PM to 10:00 PM",,,,,412-486-7159,,,t,t,f,,t,,40.538611,-79.933274,"[{""dt_start"": ""2026-02-20T15:00:00"", ""dt_end"": ""2026-02-20T22:00:00""}, {""dt_start"": ""2026-02-27T15:00:00"", ""dt_end"": ""2026-02-27T22:00:00""}, {""dt_start"": ""2026-03-06T15:00:00"", ""dt_end"": ""2026-03-06T22:00:00""}, {""dt_start"": ""2026-03-13T15:00:00"", ""dt_end"": ""2026-03-13T22:00:00""}, {""dt_start"": ""2026-03-20T15:00:00"", ""dt_end"": ""2026-03-20T22:00:00""}, {""dt_start"": ""2026-03-27T15:00:00"", ""dt_end"": ""2026-03-27T22:00:00""}, {""dt_start"": ""2026-04-03T15:00:00"", ""dt_end"": ""2026-04-03T22:00:00""}]"
7024,t,Old Canal Inn,Restaurant,"1004 Blair Street, Hollidaysburg, Pennsylvania 16648, United States",,"Friday Feb 20 from 11:00 AM to 9:00 PM, Friday Feb 27 from 11:00 AM to 9:00 PM, Friday Mar 6 from 11:00 AM to 9:00 PM, Friday Mar 13 from 11:00 AM to 9:00 PM, Friday Mar 20 from 11:00 AM to 9:00 PM, Friday Mar 27 from 11:00 AM to 9:00 PM, Friday Apr 3 from 11:00 AM to 9:00 PM",,,,,,,,t,t,t,,t,,40.429259,-78.38452,"[{""dt_start"": ""2026-02-20T11:00:00"", ""dt_end"": ""2026-02-20T21:00:00""}, {""dt_start"": ""2026-02-27T11:00:00"", ""dt_end"": ""2026-02-27T21:00:00""}, {""dt_start"": ""2026-03-06T11:00:00"", ""dt_end"": ""2026-03-06T21:00:00""}, {""dt_start"": ""2026-03-13T11:00:00"", ""dt_end"": ""2026-03-13T21:00:00""}, {""dt_start"": ""2026-03-20T11:00:00"", ""dt_end"": ""2026-03-20T21:00:00""}, {""dt_start"": ""2026-03-27T11:00:00"", ""dt_end"": ""2026-03-27T21:00:00""}, {""dt_start"": ""2026-04-03T11:00:00"", ""dt_end"": ""2026-04-03T21:00:00""}]"
7025,t,Holy Ghost Byzantine Catholic Church,Unsure / N/A,"225 Olivia Street, McKees Rocks, Pennsylvania 15136, United States",,,,,,,,,t,t,,,,t,,40.473544,-80.056517,[]
7026,t,Zmac's Riverside Pub,Restaurant,"118 River Road, Hollidaysburg, Pennsylvania 16648, United States",,"Friday Feb 20 from 11:00 AM to 11:00 PM, Friday Feb 27 from 11:00 AM to 11:00 PM, Friday Mar 6 from 11:00 AM to 11:00 PM, Friday Mar 13 from 11:00 AM to 11:00 PM, Friday Mar 20 from 11:00 AM to 11:00 PM, Friday Mar 27 from 11:00 AM to 11:00 PM, Friday Apr 3 from 11:00 AM to 11:00 PM",,,"Zmac's Friday Special's........
Breaded Yuengling Haddock Dinner $14.99
Shrimp & Fries $9.50
Mic Ultra Draft's $3.50
Chocolate Lava Cake w/ Vanilla Ice Cream $6.75
Happy Hour 3pm-5pm
Open 11am-11pm",,814-695-0391,,,,,,,t,,40.428319,-78.375145,"[{""dt_start"": ""2026-02-20T11:00:00"", ""dt_end"": ""2026-02-20T23:00:00""}, {""dt_start"": ""2026-02-27T11:00:00"", ""dt_end"": ""2026-02-27T23:00:00""}, {""dt_start"": ""2026-03-06T11:00:00"", ""dt_end"": ""2026-03-06T23:00:00""}, {""dt_start"": ""2026-03-13T11:00:00"", ""dt_end"": ""2026-03-13T23:00:00""}, {""dt_start"": ""2026-03-20T11:00:00"", ""dt_end"": ""2026-03-20T23:00:00""}, {""dt_start"": ""2026-03-27T11:00:00"", ""dt_end"": ""2026-03-27T23:00:00""}, {""dt_start"": ""2026-04-03T11:00:00"", ""dt_end"": ""2026-04-03T23:00:00""}]"
7027,t,Raccoon Township VFD,Fire Department,"4061 Patterson Road, Aliquippa, Pennsylvania 15001, United States",https://raccoonvfd.org/events/,"Friday Feb 20 from 4:00 PM to 7:00 PM, Friday Feb 27 from 4:00 PM to 7:00 PM, Friday Mar 6 from 4:00 PM to 7:00 PM, Friday Mar 13 from 4:00 PM to 7:00 PM, Friday Mar 20 from 4:00 PM to 7:00 PM, Friday Mar 27 from 4:00 PM to 7:00 PM, Friday Apr 3 from 4:00 PM to 7:00 PM",,https://raccoonvfd.org/events/#fish,"All eat-in dinners include French Fries, Salad Bar, and coffee or Fruit Drink.

Take-out dinners include French Fries, Bread, Cole Slaw, and Potatoe Salad.
All dinners include Fries and salad bar
Fried or Baked Fish Dinner  - 2 pieces fish
Senior or Child Dinner  -  1 piece fish
Chicken Planks Dinner - 3 chicken planks
Shrimp Dinner -  6 pieces of shrimp
Fried Clam Dinner -   8oz of clam strips
 

Salad Bar  -  potato salad, Coleslaw, Linguine salad, Green beans, Bread, Bread pudding, Juice, Tea, and Coffee.
 
     Sandwiches
Fish Sandwich - 1 Piece of fish on 8'' hoagie roll
     Sides 
Fish only
Salad Bar only
Chicken plank (3)
Shrimp (6)
Fried clams (8oz)
French fries
Onion rings
Cabbage and noodles
Mac and Cheese
Cole slaw
Potato Salad
Extra roll
Pop/Water/Coffee  
",eat in or take out//,724-601-7258,,,t,,f,,t,,40.61858554612834,-80.36954742945731,"[{""dt_start"": ""2026-02-20T16:00:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-02-27T16:00:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T16:00:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T16:00:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-20T16:00:00"", ""dt_end"": ""2026-03-20T19:00:00""}, {""dt_start"": ""2026-03-27T16:00:00"", ""dt_end"": ""2026-03-27T19:00:00""}, {""dt_start"": ""2026-04-03T16:00:00"", ""dt_end"": ""2026-04-03T19:00:00""}]"
7028,t,Bryant Street Tavern,Restaurant,"5801 Bryant Street, Pittsburgh, Pennsylvania 15206, United States",https://bryantstreettavern.com/,"Friday Feb 20 from 2:00 PM to 11:00 PM, Friday Feb 27 from 2:00 PM to 11:00 PM, Friday Mar 6 from 2:00 PM to 11:00 PM, Friday Mar 13 from 2:00 PM to 11:00 PM, Friday Mar 20 from 2:00 PM to 11:00 PM, Friday Mar 27 from 2:00 PM to 11:00 PM, Friday Apr 3 from 2:00 PM to 11:00 PM",,,,,,,,,t,,,t,,40.476215,-79.92052,"[{""dt_start"": ""2026-02-20T14:00:00"", ""dt_end"": ""2026-02-20T23:00:00""}, {""dt_start"": ""2026-02-27T14:00:00"", ""dt_end"": ""2026-02-27T23:00:00""}, {""dt_start"": ""2026-03-06T14:00:00"", ""dt_end"": ""2026-03-06T23:00:00""}, {""dt_start"": ""2026-03-13T14:00:00"", ""dt_end"": ""2026-03-13T23:00:00""}, {""dt_start"": ""2026-03-20T14:00:00"", ""dt_end"": ""2026-03-20T23:00:00""}, {""dt_start"": ""2026-03-27T14:00:00"", ""dt_end"": ""2026-03-27T23:00:00""}, {""dt_start"": ""2026-04-03T14:00:00"", ""dt_end"": ""2026-04-03T23:00:00""}]"
7029,t,Saint James Parish and JFK,Unsure / N/A,"119 West Chestnut Street, Washington, Pennsylvania 15301, United States",https://catholicpartnerparishes.org/,"Friday Feb 20 from 11:00 AM to 6:30 PM, Friday Feb 27 from 11:00 AM to 6:30 PM, Friday Mar 6 from 11:00 AM to 6:30 PM, Friday Mar 13 from 11:00 AM to 6:30 PM, Friday Mar 20 from 11:00 AM to 6:30 PM, Friday Mar 27 from 11:00 AM to 6:30 PM, Wednesday Feb 18 from 11:00 AM to 6:30 PM",,https://files.ecatholic.com/20435/documents/2026/1/SJP%202026%20Fish%20Fry%20Menu.pdf?t=1768643336000,,,724-222-9737,,,,,t,,t,,40.172414,-80.249136,"[{""dt_start"": ""2026-02-20T11:00:00"", ""dt_end"": ""2026-02-20T18:30:00""}, {""dt_start"": ""2026-02-27T11:00:00"", ""dt_end"": ""2026-02-27T18:30:00""}, {""dt_start"": ""2026-03-06T11:00:00"", ""dt_end"": ""2026-03-06T18:30:00""}, {""dt_start"": ""2026-03-13T11:00:00"", ""dt_end"": ""2026-03-13T18:30:00""}, {""dt_start"": ""2026-03-20T11:00:00"", ""dt_end"": ""2026-03-20T18:30:00""}, {""dt_start"": ""2026-03-27T11:00:00"", ""dt_end"": ""2026-03-27T18:30:00""}, {""dt_start"": ""2026-02-18T11:00:00"", ""dt_end"": ""2026-02-18T18:30:00""}]"
7030,t,New Kensington FIre Department Company  #4,Fire Department,"1710 7th Street, New Kensington, Pennsylvania 15068, United States",https://www.facebook.com/NKFD4,"Wednesday Feb 18 from 3:00 PM to 7:00 PM, Friday Feb 20 from 3:00 PM to 7:00 PM, Friday Feb 27 from 3:00 PM to 7:00 PM, Friday Mar 6 from 3:00 PM to 7:00 PM, Friday Mar 13 from 3:00 PM to 7:00 PM, Friday Mar 20 from 3:00 PM to 7:00 PM, Friday Mar 27 from 3:00 PM to 7:00 PM, Friday Apr 3 from 11:00 AM to 7:00 PM",Lunch on good Friday only,https://www.facebook.com/photo/?fbid=887227757256653&set=a.265148306131271,,,(724) 335-4400,,,,,,,t,,40.56159,-79.74498,"[{""dt_start"": ""2026-02-18T15:00:00"", ""dt_end"": ""2026-02-18T19:00:00""}, {""dt_start"": ""2026-02-20T15:00:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-02-27T15:00:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T15:00:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T15:00:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-20T15:00:00"", ""dt_end"": ""2026-03-20T19:00:00""}, {""dt_start"": ""2026-03-27T15:00:00"", ""dt_end"": ""2026-03-27T19:00:00""}, {""dt_start"": ""2026-04-03T11:00:00"", ""dt_end"": ""2026-04-03T19:00:00""}]"
7031,t,Pentecostal Temple,Unsure / N/A,"6300 East Liberty Boulevard, Pittsburgh, Pennsylvania 15206, United States",,"Friday Feb 20 from 11:00 AM to 5:00 PM, Friday Feb 27 from 11:00 AM to 5:00 PM, Friday Mar 6 from 11:00 AM to 5:00 PM, Friday Mar 13 from 11:00 AM to 5:00 PM, Friday Mar 20 from 11:00 AM to 5:00 PM, Friday Mar 27 from 11:00 AM to 5:00 PM, Friday Apr 3 from 11:00 AM to 5:00 PM",,,,,412-361-7000,,,,,t,,t,,40.46285,-79.91767,"[{""dt_start"": ""2026-02-20T11:00:00"", ""dt_end"": ""2026-02-20T17:00:00""}, {""dt_start"": ""2026-02-27T11:00:00"", ""dt_end"": ""2026-02-27T17:00:00""}, {""dt_start"": ""2026-03-06T11:00:00"", ""dt_end"": ""2026-03-06T17:00:00""}, {""dt_start"": ""2026-03-13T11:00:00"", ""dt_end"": ""2026-03-13T17:00:00""}, {""dt_start"": ""2026-03-20T11:00:00"", ""dt_end"": ""2026-03-20T17:00:00""}, {""dt_start"": ""2026-03-27T11:00:00"", ""dt_end"": ""2026-03-27T17:00:00""}, {""dt_start"": ""2026-04-03T11:00:00"", ""dt_end"": ""2026-04-03T17:00:00""}]"
7032,t,St. George Church,Church,"1150 Leishman Avenue, New Kensington, Pennsylvania 15068, United States",http://www.saintgeorgeorthodox.org/,"Friday Feb 27 from 11:30 AM to 1:00 PM, Friday Mar 13 from 11:30 AM to 1:00 PM, Friday Mar 27 from 11:30 AM to 1:00 PM",Payment is due at time of pickup.  No Exceptions!!/Cash or checks should be made payable to St. George Myrrh Bearing,https://docs.google.com/forms/d/e/1FAIpQLScY8Y_mhW6Pef3RoajIWaZYpIx65mjTX6ZpID0H460hVxac9g/viewform,,,724-335-9988,,f,t,,t,,t,,40.569935,-79.76232,"[{""dt_start"": ""2026-02-27T11:30:00"", ""dt_end"": ""2026-02-27T13:00:00""}, {""dt_start"": ""2026-03-13T11:30:00"", ""dt_end"": ""2026-03-13T13:00:00""}, {""dt_start"": ""2026-03-27T11:30:00"", ""dt_end"": ""2026-03-27T13:00:00""}]"
7033,t,Burghers Brewing - Millvale,Unsure / N/A,"400 Grant Avenue, Millvale, Pennsylvania 15209, United States",,"Friday Feb 20 from 11:00 AM to 9:00 PM, Friday Feb 27 from 11:00 AM to 9:00 PM, Friday Mar 6 from 11:00 AM to 9:00 PM, Friday Mar 13 from 11:00 AM to 9:00 PM, Friday Mar 20 from 11:00 AM to 9:00 PM, Friday Mar 27 from 11:00 AM to 9:00 PM, Wednesday Feb 18 from 11:00 AM to 9:00 PM, Friday Apr 3 from 11:00 AM to 9:00 PM",,,,,,,,,t,,,t,,40.480138,-79.973047,"[{""dt_start"": ""2026-02-20T11:00:00"", ""dt_end"": ""2026-02-20T21:00:00""}, {""dt_start"": ""2026-02-27T11:00:00"", ""dt_end"": ""2026-02-27T21:00:00""}, {""dt_start"": ""2026-03-06T11:00:00"", ""dt_end"": ""2026-03-06T21:00:00""}, {""dt_start"": ""2026-03-13T11:00:00"", ""dt_end"": ""2026-03-13T21:00:00""}, {""dt_start"": ""2026-03-20T11:00:00"", ""dt_end"": ""2026-03-20T21:00:00""}, {""dt_start"": ""2026-03-27T11:00:00"", ""dt_end"": ""2026-03-27T21:00:00""}, {""dt_start"": ""2026-02-18T11:00:00"", ""dt_end"": ""2026-02-18T21:00:00""}, {""dt_start"": ""2026-04-03T11:00:00"", ""dt_end"": ""2026-04-03T21:00:00""}]"
7034,t,Our Lady Queen of Peace Parish,Church,"411 Mckinley Avenue, East Vandergrift, Pennsylvania 15629, United States",https://www.evcatholic.org/,"Friday Feb 20 from 4:00 PM to 7:00 PM, Friday Feb 27 from 4:00 PM to 7:00 PM, Friday Mar 6 from 4:00 PM to 7:00 PM, Friday Mar 13 from 4:00 PM to 7:00 PM, Friday Mar 20 from 4:00 PM to 7:00 PM, Friday Mar 27 from 4:00 PM to 7:00 PM, Wednesday Feb 18 from 11:00 AM to 7:00 PM",Lunch on Ash wednesday,https://www.facebook.com/photo/?fbid=885718924087514&set=pb.100079482430487.-2207520000,"he cost of a baked or hand-battered fried fillet sandwich is $11; the cost of a dinner is $13. The dinner includes a hand-battered fried or baked fillet, fresh-cut fries, coleslaw, and roll. Patrons may eat-in or take-out. Desserts are $2. A la carte pierogies and homemade mac and cheese are $3. You may call ahead to place your order (724) 568-1313",dine in or take out,724-568-1313,,,t,,f,,t,,40.597729,-79.56239,"[{""dt_start"": ""2026-02-20T16:00:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-02-27T16:00:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T16:00:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T16:00:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-20T16:00:00"", ""dt_end"": ""2026-03-20T19:00:00""}, {""dt_start"": ""2026-03-27T16:00:00"", ""dt_end"": ""2026-03-27T19:00:00""}, {""dt_start"": ""2026-02-18T11:00:00"", ""dt_end"": ""2026-02-18T19:00:00""}]"
7035,t,Fairmont-Hahntown Social Club,Fire Department,"890 Rose Street, North Huntingdon, Pennsylvania 15642, United States",https://www.facebook.com/fairmonthahntownvolunteerfiredepartment/,"Friday Feb 20 from 3:00 PM to 8:00 PM, Friday Feb 27 from 3:00 PM to 8:00 PM, Friday Mar 6 from 3:00 PM to 8:00 PM, Friday Mar 13 from 3:00 PM to 8:00 PM, Friday Mar 27 from 3:00 PM to 8:00 PM, Friday Apr 3 from 3:00 PM to 8:00 PM",,https://www.facebook.com/share/p/1C8J4yw9a4/,"2026 Fairmont-Hahntown VFD Fish Fry
Kitchen Open 3:00pm to 8:00pm
Dine in or Take Out
Dinners
Fried Fish
Dinner..
.$17.50
Baked Fish
Dinner...
Shrimp
Dinner (7Pieces)...
.$17.50
-All dinners include fresh cut fries and coleslaw.
.$13.50
-Baked Fish is made to order please allow extra time.
-No Substitutions.
Sandwiches
Fish
Sandwich.
Grilled
.$14.00
Cheese...
.$3.50
A La Carte
Piece of
Fish..
.$6.50
Piece of
Shrimp...
.$2.00
Basket..
Shrimp
.$5.50
Fresh Cut
Fries.
$4.00
Chicken
Tenders(3).
.$4.00
Coleslaw...
50
.$2.
Haluski.
.$4.5
0
Hush
Puppies (6).
.$3.00
Large
Pierogies(6).
Small
.$5.50
Pierogies(3).
Mac-n-Cheese
.$3.00
Bites.
$5.50
Piece of
Fish..
.$6.50
Piece of
Shrimp.
Shrimp
.$2.00
Basket..
Fresh Cut
.$5.50
Fries..
Chicken
$4.00
Tenders (3).
.$2.
50
Coleslaw...
.$4.00
Haluski.
.$4.5
0
Hush
Puppies (6).
.$3.00
Large
Pierogies(6).
Small
.$5.50
Pierogies(3).
.$3.00
Mac-n-Cheese
Bites.
.$5.50
Slice of Plain
Pizza.
.$2.50
Slice of Pepperoni
Pizza.
.$3.00
Cup of
Cheese..
.$1.00
Bun...
25
.$1.
Thank You for supporting our efforts! Though we are Volunteers, we take great pride in providing amazing food and big portions at a great price. If you have any questions, concerns, orb praise please give them to the cashier.
Cash only. ATM is available on site. All prices include
sales tax!
724-864-4746/724-864-8725/724-863-
4258",,,,,,t,,,t,,40.315735,-79.722946,"[{""dt_start"": ""2026-02-20T15:00:00"", ""dt_end"": ""2026-02-20T20:00:00""}, {""dt_start"": ""2026-02-27T15:00:00"", ""dt_end"": ""2026-02-27T20:00:00""}, {""dt_start"": ""2026-03-06T15:00:00"", ""dt_end"": ""2026-03-06T20:00:00""}, {""dt_start"": ""2026-03-13T15:00:00"", ""dt_end"": ""2026-03-13T20:00:00""}, {""dt_start"": ""2026-03-27T15:00:00"", ""dt_end"": ""2026-03-27T20:00:00""}, {""dt_start"": ""2026-04-03T15:00:00"", ""dt_end"": ""2026-04-03T20:00:00""}]"
7036,t,Immaculate Conception Church (Rosary Altar Society),Church,"1635 New Germany Road, Summerhill, Pennsylvania 15958, United States",https://www.stjic.org/immaculate-conception/,"Friday Feb 20 from 4:00 PM to 6:30 PM, Friday Feb 27 from 4:00 PM to 6:30 PM, Friday Mar 6 from 4:00 PM to 6:30 PM, Friday Mar 13 from 4:00 PM to 6:30 PM, Friday Mar 20 from 4:00 PM to 6:30 PM, Friday Mar 27 from 4:00 PM to 6:30 PM, Friday Apr 3 from 4:00 PM to 6:30 PM",,https://www.stjic.org/immaculate-conception-fish-fry/,"DINE-IN
Adults: $15.00  |  Children 6-11: $7.50  |  Under 6: Free
All Dinners will include the following:
Choice of: Baked or Fried Fish

Baked Potato, French Fries, Mac 'n' Cheese, Haluski, Green Beans, Coleslaw, Cake, and Refreshment (does not include soda).

Fish Sandwich Meal: $8.00 (Includes Baked Potato and Coleslaw)

TAKE OUT will be DRIVE-THRU ONLY
Cost for Take Out Dinner: $15.00

Choice of Baked or Fried Fish",Fish Fry is at the New Germany Grove Hall,814-495-5241,,,t,,f,,t,,40.41213,-78.75666,"[{""dt_start"": ""2026-02-20T16:00:00"", ""dt_end"": ""2026-02-20T18:30:00""}, {""dt_start"": ""2026-02-27T16:00:00"", ""dt_end"": ""2026-02-27T18:30:00""}, {""dt_start"": ""2026-03-06T16:00:00"", ""dt_end"": ""2026-03-06T18:30:00""}, {""dt_start"": ""2026-03-13T16:00:00"", ""dt_end"": ""2026-03-13T18:30:00""}, {""dt_start"": ""2026-03-20T16:00:00"", ""dt_end"": ""2026-03-20T18:30:00""}, {""dt_start"": ""2026-03-27T16:00:00"", ""dt_end"": ""2026-03-27T18:30:00""}, {""dt_start"": ""2026-04-03T16:00:00"", ""dt_end"": ""2026-04-03T18:30:00""}]"
